stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
0;0;0x0000000I64X;0;I;00:00:00:000;34901;23;;;;;39.665562;;279 208;0;0;2 169;0;;15 206;31 373;0;;0;1 381;5 227;210 664;0;
1;4;0x0000000I64X;8;P;00:00:00:133;3606;22;;;;;42.260235;;28 848;884;0;1 812;0;;112;228;8 538;;3 861;24;2 255;9 748;0;
2;2;0x0000000I64X;4;B;00:00:00:066;1293;24;;;;;40.478949;;10 344;753;0;1 977;0;;4;5;5 606;;465;10;153;270;0;
3;1;0x0000000I64X;2;B;00:00:00:033;1169;27;;;;;42.930368;;9 352;559;0;1 636;0;;20;25;5 135;;532;11;190;315;0;
4;3;0x0000000I64X;6;B;00:00:00:100;611;25;;;;;38.053197;;4 888;1 016;0;777;0;;0;0;1 963;;148;0;0;5;0;
5;7;0x0000000I64X;14;P;00:00:00:233;5262;23;;;;;37.626725;;42 096;746;0;2 056;0;;88;200;12 362;;5 009;27;2 978;17 355;0;
6;5;0x0000000I64X;10;B;00:00:00:166;1533;25;;;;;41.524867;;12 264;600;0;1 664;0;;4;15;7 391;;714;30;230;668;0;
7;6;0x0000000I64X;12;B;00:00:00:200;732;25;;;;;39.614205;;5 856;1 056;0;961;0;;4;8;2 317;;245;6;98;181;0;
8;11;0x0000000I64X;22;P;00:00:00:366;8021;24;;;;;38.160457;;64 168;599;0;2 975;0;;516;977;16 554;;5 513;90;4 064;31 298;0;
9;9;0x0000000I64X;18;B;00:00:00:300;2828;26;;;;;38.763134;;22 624;465;0;3 121;0;;5;10;9 804;;2 396;161;1 134;4 738;0;
10;8;0x0000000I64X;16;B;00:00:00:266;1488;26;;;;;39.579557;;11 904;650;0;2 102;0;;0;7;6 386;;705;15;351;668;0;
11;10;0x0000000I64X;20;B;00:00:00:333;1149;26;;;;;37.930643;;9 192;1 043;0;1 565;0;;20;24;3 841;;510;18;297;881;0;
12;15;0x0000000I64X;30;P;00:00:00:500;8592;24;;;;;38.601139;;68 736;478;0;3 383;0;;889;2 394;15 950;;5 001;137;4 056;34 471;0;
13;13;0x0000000I64X;26;B;00:00:00:433;3206;25;;;;;39.469518;;25 648;503;0;3 905;0;;73;113;11 500;;2 332;141;1 231;4 867;0;
14;12;0x0000000I64X;24;B;00:00:00:400;1491;26;;;;;39.641001;;11 928;846;0;2 222;0;;6;14;5 598;;819;25;382;880;0;
15;14;0x0000000I64X;28;B;00:00:00:466;1317;26;;;;;39.260525;;10 536;1 000;0;1 689;0;;16;12;4 605;;757;36;386;1 030;0;
16;17;0x0000000I64X;34;P;00:00:00:566;5845;24;;;;;38.157838;;46 760;600;0;2 854;0;;734;1 591;13 157;;4 236;92;3 290;18 274;0;
17;16;0x0000000I64X;32;B;00:00:00:533;1775;26;;;;;40.686410;;14 200;911;0;2 625;0;;27;58;5 679;;1 022;80;621;2 062;0;
18;19;0x0000000I64X;38;P;00:00:00:633;6762;24;;;;;38.195500;;54 096;582;0;3 206;0;;936;2 223;13 475;;4 417;118;3 765;23 277;0;
19;18;0x0000000I64X;36;B;00:00:00:600;2006;27;;;;;40.154622;;16 048;715;0;2 588;0;;33;71;7 663;;1 241;75;729;1 924;0;
20;23;0x0000000I64X;46;P;00:00:00:766;7587;24;;;;;39.059423;;60 696;412;0;3 980;0;;1 053;2 917;15 264;;4 599;123;4 242;25 901;0;
21;21;0x0000000I64X;42;B;00:00:00:700;4301;24;;;;;39.577735;;34 408;580;0;4 768;0;;229;467;11 987;;3 547;230;2 137;9 177;0;
22;20;0x0000000I64X;40;B;00:00:00:666;1963;25;;;;;40.459171;;15 704;671;0;2 604;0;;24;41;7 518;;1 329;62;734;1 697;0;
23;22;0x0000000I64X;44;B;00:00:00:733;1427;26;;;;;39.531858;;11 416;992;0;1 555;0;;25;37;5 035;;844;54;508;1 402;0;
24;25;0x0000000I64X;50;P;00:00:00:833;8522;24;;;;;38.584283;;68 176;276;0;4 047;0;;1 480;4 034;16 437;;4 828;169;4 764;29 596;0;
25;24;0x0000000I64X;48;B;00:00:00:800;2208;26;;;;;40.908304;;17 664;800;0;2 855;0;;35;77;8 895;;1 301;55;712;1 852;0;
26;27;0x0000000I64X;54;P;00:00:00:900;7109;24;;;;;39.929368;;56 872;490;0;3 276;0;;1 226;2 482;14 386;;4 506;155;4 043;24 310;0;
27;26;0x0000000I64X;52;B;00:00:00:866;1933;25;;;;;41.251673;;15 464;771;0;2 732;0;;40;106;7 597;;999;47;570;1 517;0;
28;29;0x0000000I64X;58;P;00:00:00:966;7502;23;;;;;39.403726;;60 016;450;0;3 407;0;;982;1 999;15 593;;5 015;124;4 242;26 289;0;
29;28;0x0000000I64X;56;B;00:00:00:933;1836;26;;;;;41.532908;;14 688;813;0;2 166;0;;22;43;6 745;;1 255;49;749;1 756;0;
30;31;0x0000000I64X;62;P;00:00:01:033;7644;23;;;;;39.790999;;61 152;406;0;3 168;0;;882;1 730;13 800;;5 280;102;4 367;29 545;0;
31;30;0x0000000I64X;60;B;00:00:01:000;1493;25;;;;;41.393667;;11 944;907;0;1 812;0;;21;50;5 029;;937;46;550;1 531;0;
32;33;0x0000000I64X;66;P;00:00:01:100;7249;23;;;;;39.886423;;57 992;456;0;3 249;0;;758;1 596;12 766;;5 236;92;4 612;27 437;0;
