stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
0;0;0x0000000I64X;0;I;00:00:00:000;94914;26;;;;;34.633248;;759 312;0;0;1 018;0;;19 768;49 598;0;;0;1 325;5 878;670 811;0;
1;4;0x0000000I64X;8;P;00:00:00:133;22276;30;;;;;32.521448;;178 208;475;0;2 991;0;;53;205;23 610;;4 954;16;3 572;141 400;0;
2;2;0x0000000I64X;4;B;00:00:00:066;7630;33;;;;;30.656459;;61 040;96;0;8 256;0;;0;0;21 016;;3 771;533;819;26 346;0;
3;1;0x0000000I64X;2;B;00:00:00:033;2793;31;;;;;32.027343;;22 344;175;0;5 899;0;;0;2;10 969;;1 370;156;173;3 148;0;
4;3;0x0000000I64X;6;B;00:00:00:100;1605;31;;;;;31.928833;;12 840;1 023;0;2 201;0;;0;0;5 057;;949;121;155;2 316;0;
5;8;0x0000000I64X;16;P;00:00:00:266;20943;30;;;;;31.566381;;167 544;462;0;2 997;0;;165;521;27 943;;4 855;23;3 558;126 005;0;
6;6;0x0000000I64X;12;B;00:00:00:200;6947;34;;;;;29.750999;;55 576;252;0;7 613;0;;17;33;17 535;;3 629;479;884;24 584;0;
7;5;0x0000000I64X;10;B;00:00:00:166;1919;31;;;;;31.226548;;15 352;600;0;3 829;0;;0;0;6 878;;1 069;118;101;1 736;0;
8;7;0x0000000I64X;14;B;00:00:00:233;1515;31;;;;;31.784028;;12 120;981;0;2 422;0;;0;0;4 980;;789;89;49;1 718;0;
9;12;0x0000000I64X;24;P;00:00:00:400;21403;31;;;;;30.436254;;171 224;317;0;3 654;0;;239;601;30 344;;5 664;36;4 302;125 066;0;
10;10;0x0000000I64X;20;B;00:00:00:333;6974;34;;;;;29.573169;;55 792;176;0;6 742;0;;17;38;18 742;;3 951;582;898;24 179;0;
11;9;0x0000000I64X;18;B;00:00:00:300;2184;34;;;;;30.877310;;17 472;209;0;4 276;0;;0;6;9 221;;1 238;106;155;1 753;0;
12;11;0x0000000I64X;22;B;00:00:00:366;1622;35;;;;;30.417193;;12 976;1 013;0;2 439;0;;0;1;5 352;;912;112;141;1 954;0;
13;16;0x0000000I64X;32;P;00:00:00:533;19323;32;;;;;29.872810;;154 584;472;0;3 572;0;;634;1 037;27 280;;5 175;78;4 098;110 996;0;
14;14;0x0000000I64X;28;B;00:00:00:466;6434;35;;;;;28.890485;;51 472;149;0;6 622;0;;46;98;17 945;;4 024;559;1 013;20 591;0;
15;13;0x0000000I64X;26;B;00:00:00:433;1954;36;;;;;30.239525;;15 632;142;0;3 719;0;;0;0;8 707;;990;64;180;1 461;0;
16;15;0x0000000I64X;30;B;00:00:00:500;1298;36;;;;;29.637034;;10 384;1 051;0;1 995;0;;7;11;4 555;;676;60;105;939;0;
17;20;0x0000000I64X;40;P;00:00:00:666;18314;32;;;;;29.119791;;146 512;337;0;3 852;0;;661;976;28 057;;5 496;96;4 501;101 293;0;
18;18;0x0000000I64X;36;B;00:00:00:600;6026;35;;;;;28.849770;;48 208;166;0;6 654;0;;45;70;17 100;;4 053;538;1 153;17 975;0;
19;17;0x0000000I64X;34;B;00:00:00:566;2132;38;;;;;29.741239;;17 056;236;0;4 126;0;;18;19;8 821;;1 312;96;254;1 688;0;
20;19;0x0000000I64X;38;B;00:00:00:633;1387;37;;;;;28.673125;;11 096;1 036;0;2 143;0;;5;8;5 042;;629;59;155;990;0;
21;22;0x0000000I64X;44;P;00:00:00:733;11809;33;;;;;29.053229;;94 472;504;0;3 417;0;;485;829;18 783;;5 405;72;3 785;59 912;0;
22;21;0x0000000I64X;42;B;00:00:00:700;1955;36;;;;;30.341678;;15 640;384;0;3 893;0;;8;14;8 045;;954;54;261;1 241;0;
23;24;0x0000000I64X;48;P;00:00:00:800;12527;32;;;;;29.077925;;100 216;419;0;3 511;0;;619;1 136;20 099;;5 783;88;4 177;63 016;0;
24;23;0x0000000I64X;46;B;00:00:00:766;2039;36;;;;;30.414329;;16 312;221;0;4 069;0;;0;14;8 653;;1 113;92;231;1 426;0;
25;26;0x0000000I64X;52;P;00:00:00:866;12453;32;;;;;28.599617;;99 624;529;0;3 271;0;;453;759;18 879;;5 224;55;3 772;65 389;0;
26;25;0x0000000I64X;50;B;00:00:00:833;2086;37;;;;;30.719691;;16 688;413;0;3 983;0;;0;3;8 270;;1 241;87;216;1 742;0;
27;28;0x0000000I64X;56;P;00:00:00:933;13291;31;;;;;29.869309;;106 328;491;0;3 631;0;;541;1 078;19 064;;5 603;69;4 639;69 871;0;
28;27;0x0000000I64X;54;B;00:00:00:900;1931;36;;;;;31.572208;;15 448;467;0;3 602;0;;0;3;7 233;;1 205;89;269;1 733;0;
29;32;0x0000000I64X;64;P;00:00:01:066;16490;32;;;;;29.174945;;131 920;467;0;3 838;0;;590;1 222;23 440;;5 408;89;4 699;90 801;0;
30;30;0x0000000I64X;60;B;00:00:01:000;5284;35;;;;;28.989625;;42 272;343;0;6 267;0;;29;67;14 991;;3 385;458;1 034;14 993;0;
31;29;0x0000000I64X;58;B;00:00:00:966;1999;36;;;;;30.522241;;15 992;440;0;3 888;0;;10;13;7 539;;1 241;114;235;1 728;0;
32;31;0x0000000I64X;62;B;00:00:01:033;1284;37;;;;;29.328519;;10 272;1 060;0;1 994;0;;0;1;4 330;;658;50;168;1 007;0;
33;36;0x0000000I64X;72;P;00:00:01:200;17671;31;;;;;29.062282;;141 368;284;0;4 273;0;;488;967;27 471;;6 512;79;5 618;94 348;0;
34;34;0x0000000I64X;68;B;00:00:01:133;4490;35;;;;;29.221404;;35 920;798;0;5 008;0;;78;165;11 095;;2 899;415;704;13 630;0;
35;33;0x0000000I64X;66;B;00:00:01:100;1205;38;;;;;30.689276;;9 640;1 063;0;1 714;0;;4;5;4 429;;532;45;40;847;0;
36;35;0x0000000I64X;70;B;00:00:01:166;1155;37;;;;;28.671350;;9 240;1 061;0;1 843;0;;0;1;4 099;;488;44;92;652;0;
37;38;0x0000000I64X;76;P;00:00:01:266;13137;30;;;;;29.496015;;105 096;540;0;3 297;0;;359;767;18 889;;5 709;50;4 401;69 804;0;
38;37;0x0000000I64X;74;B;00:00:01:233;1160;35;;;;;31.946719;;9 280;1 078;0;1 886;0;;8;29;3 979;;475;40;124;678;0;
39;40;0x0000000I64X;80;P;00:00:01:333;13292;30;;;;;29.524415;;106 336;474;0;3 526;0;;493;858;17 584;;5 729;79;4 597;71 605;0;
40;39;0x0000000I64X;78;B;00:00:01:300;1244;37;;;;;32.680885;;9 952;1 043;0;1 841;0;;5;8;4 041;;652;61;92;1 257;0;
41;44;0x0000000I64X;88;P;00:00:01:466;18688;30;;;;;30.420556;;149 504;449;0;3 625;0;;406;913;22 904;;5 710;64;4 997;109 152;0;
42;42;0x0000000I64X;84;B;00:00:01:400;5332;33;;;;;30.436855;;42 656;778;0;5 033;0;;24;72;11 007;;3 000;437;917;20 332;0;
43;41;0x0000000I64X;82;B;00:00:01:366;1367;34;;;;;31.680191;;10 936;1 017;0;1 982;0;;0;3;4 578;;708;76;136;1 418;0;
44;43;0x0000000I64X;86;B;00:00:01:433;1252;35;;;;;31.099231;;10 016;1 033;0;1 884;0;;6;11;3 837;;657;53;123;1 434;0;
45;46;0x0000000I64X;92;P;00:00:01:533;13859;30;;;;;30.746147;;110 872;557;0;3 331;0;;175;451;19 155;;5 894;43;4 464;75 561;0;
46;45;0x0000000I64X;90;B;00:00:01:500;1199;35;;;;;32.671913;;9 592;1 027;0;1 806;0;;4;5;3 942;;600;62;67;1 134;0;
47;48;0x0000000I64X;96;P;00:00:01:600;14716;30;;;;;30.694399;;117 728;431;0;3 693;0;;484;851;20 014;;6 310;69;4 653;79 898;0;
48;47;0x0000000I64X;94;B;00:00:01:566;1405;35;;;;;32.540647;;11 240;1 038;0;2 087;0;;0;0;4 592;;838;81;91;1 499;0;
